# Constructed from biom file
OTU ID	sample-3	sample-20	sample-18	sample-8	sample-11	sample-14	sample-2	sample-22	sample-27	sample-25	sample-10	sample-26	sample-17	sample-29	sample-28	sample-13	sample-9	sample-15	sample-16	sample-12	sample-1	sample-5	sample-23	sample-21	sample-4	sample-19	sample-7	sample-6	sample-24
c73eb0b90a8427b4150ec46bf4ad82fc	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	140.0	11.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0
26e301a0eba0adfb931838a69ed64da1	9.0	0.0	0.0	5.0	39.0	1.0	185.0	0.0	0.0	83.0	34.0	0.0	4.0	0.0	68.0	0.0	8.0	0.0	2.0	0.0	1.0	3.0	268.0	38.0	0.0	0.0	22.0	0.0	0.0
54b191e579e319ccbcf6ac4db5c62154	9.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	24.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0
d0db8e85f6f12fdfc1643982ee1d72e4	8.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	30.0	0.0	0.0	11.0	0.0	0.0
3d3d6bd1f3ec3fac43c2e428c51bffde	8.0	0.0	0.0	0.0	7.0	0.0	24.0	0.0	0.0	1.0	9.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	4.0	8.0	59.0	0.0	157.0	78.0	7.0	0.0	0.0
4e37e5ab91bda5de25332d9aa67e39f3	8.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	3.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0
9e6b77d47a8d6fa52c77009c6887d169	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	11.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
49472febc24ae5620ae76d5e7bdfd0e6	6.0	0.0	0.0	0.0	10.0	2.0	72.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	1.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0
8007bec1e940c0f759db19e97cf36db8	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	20.0	15.0	73.0	0.0	0.0	0.0	126.0	0.0	0.0
dbe16d724028adfc85501d8885d362a5	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	17.0	1.0	0.0	0.0	0.0	79.0	0.0	0.0	0.0
5ebe828f02a89ecde43adad777a04706	6.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
6db14ba0adfc2efcbf06fb7ac2753a91	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11598db86d5d38a50d477da419309458	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0
1b27685a8ba3f1d12544bd22c138fd85	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
5945414cf115c817d94ab927db33944f	5.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	5.0	0.0	0.0	0.0	121.0	6.0	2.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0
510e0aa3ea2dfc5ff38e31362e084924	4.0	0.0	0.0	0.0	0.0	2.0	285.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	246.0	7.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0
21bff9272379194a8e0e0c1a0fc2ed03	4.0	0.0	0.0	0.0	4.0	1.0	35.0	0.0	0.0	107.0	0.0	0.0	0.0	0.0	200.0	4.0	4.0	1.0	1.0	0.0	1.0	0.0	60.0	127.0	413.0	0.0	4.0	0.0	0.0
08726dc3d0b1c2f0fa812a1ca7b794b6	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0
8265e9f9716383ddaf57399781aa2756	4.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	34.0	35.0	0.0	82.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	2.0	387.0	49.0	20.0	94.0	0.0	0.0	0.0
a92f35b4f595daadc090d25221fb5bb8	3.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	150.0	0.0	70.0	115.0	9.0	0.0	0.0
7523b01e5ce3cf41dbfd28f050e56663	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	52.0	13.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0
a816cf7846099cc90937b666a04d426f	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0
14d4b0c1a53d6299be8a9dc0a2841791	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
56d970606ee1cad97ecd7e2a7bca02c9	3.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8f40833347fe21e93e82a403dd82f03a	3.0	0.0	0.0	0.0	18.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	28.0	3.0	56.0	0.0	0.0	0.0	22.0	0.0	0.0
4417890964e23203c7a27c63da803572	3.0	0.0	0.0	0.0	24.0	0.0	5.0	0.0	0.0	60.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	56.0	430.0	0.0	113.0	706.0	0.0	0.0
71cf581c460fe30f7e5e83af90cf4210	3.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
7b04210b4781e0ca81e2ffe3800a2970	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	25.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0
f85ca3cf510a0475bab4f29f8ae18262	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	93.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0
022ab1ceea58a28d3e5247b32d401827	3.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5d16f8dab05dc29e3ecaf3a1287f054a	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0
559d60049850d870a15ba97a0b35d9d1	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	11.0	180.0	0.0	11.0	263.0	0.0	0.0
5070a517b6d84685643c3f41624ed67c	3.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4555398255a0ffc6d8c6e86c8a80f956	2.0	0.0	0.0	0.0	3.0	0.0	6.0	0.0	0.0	18.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	15.0	0.0	0.0	2.0	0.0	0.0	0.0
ec63f3020a4b654f7115eed7c5e6b5bc	2.0	0.0	0.0	0.0	22.0	0.0	35.0	0.0	0.0	845.0	0.0	0.0	0.0	0.0	151.0	0.0	9.0	0.0	0.0	0.0	0.0	6.0	301.0	139.0	0.0	0.0	0.0	0.0	0.0
0c7cfcace47ac0312e196f26eb868d46	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4358bb4072119396eb5520ed46a5de3b	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	30.0	0.0	0.0	0.0	0.0
aadac32e2b91e973dd08785b25d2983c	2.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
152a16b0ded8b2d65a0b1889096d8647	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	6.0	0.0	0.0	8.0	0.0	0.0
114812dfe75cc916421d0fca4a19696c	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	147.0	7.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0
7db9a97f41f4c9b736a6ad85172a25ba	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0
e3e2f5a29cd967ccadad6502131a5296	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
376753ab2677d4fb535e02741d139e83	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e7bb432a3b87188ee60d22565d99f072	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c10fdce649e8356eb3404f1891be2bf6	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	0.0	0.0	2.0	0.0	0.0
a343705e90cebd890444dd9eaaa1dd1f	1.0	0.0	0.0	0.0	59.0	0.0	4.0	0.0	0.0	134.0	0.0	0.0	0.0	0.0	98.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bcdbdb5be586504e11a10c8b460df55c	0.0	4779.0	0.0	0.0	0.0	0.0	0.0	4236.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5069e22971b384d01d88cbad961f026b	0.0	1567.0	1660.0	0.0	0.0	0.0	0.0	830.0	1180.0	0.0	0.0	2370.0	0.0	2264.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2060.0
a01559187d15307d452a48fd188cbf71	0.0	969.0	97.0	6.0	0.0	0.0	0.0	344.0	205.0	0.0	0.0	196.0	0.0	87.0	0.0	0.0	0.0	1008.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	76.0
d97e50262b5326799a0bae3227a9658a	0.0	571.0	0.0	0.0	0.0	0.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
afa4f5379cbcaa80498c83f06638c56e	0.0	455.0	68.0	0.0	0.0	0.0	0.0	220.0	22.0	0.0	0.0	4.0	0.0	30.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	108.0
aa985ace9a69cd5400b2024da20b0e72	0.0	413.0	0.0	20.0	0.0	0.0	0.0	282.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0
0e181a33d88ad487327ea6af43928149	0.0	306.0	0.0	0.0	0.0	0.0	0.0	124.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9bb031b732ef8e1f2ab1c5a0650e5595	0.0	218.0	366.0	15.0	0.0	0.0	0.0	180.0	266.0	0.0	0.0	434.0	1.0	356.0	0.0	0.0	0.0	3446.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2080.0	701.0
8afa40009c69028ad1eaf7b76fab844b	0.0	206.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
04ce9bd692ad8691c84218ae7c928569	0.0	200.0	0.0	0.0	0.0	0.0	0.0	84.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864a5788d140289a000214709da7b72f	0.0	198.0	0.0	2.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0
afecfa845d21117cccbfcff355d5c074	0.0	107.0	0.0	0.0	0.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e78d43c2550c4d77e7e11add1f6ce0a6	0.0	90.0	3.0	0.0	0.0	0.0	0.0	33.0	4.0	0.0	0.0	11.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0
6486dd7bf0b5fccff316af7a627d1766	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
be4607fe3b29013d37bb2d11d01a0baa	0.0	49.0	339.0	0.0	0.0	0.0	0.0	27.0	202.0	0.0	0.0	146.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	93.0
8b06d168fb6dc47b973e1cfb58b6dbeb	0.0	48.0	72.0	0.0	0.0	0.0	0.0	51.0	49.0	0.0	0.0	105.0	0.0	268.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	158.0
