# Constructed from biom file
OTU ID	sample-67	sample-13	sample-2	sample-14	sample-51	sample-57	sample-50	sample-28	sample-5	sample-29	sample-53	sample-9	sample-54	sample-44	sample-55	sample-17	sample-24	sample-8	sample-66	sample-40	sample-42	sample-21	sample-10	sample-15	sample-33	sample-61	sample-27	sample-62	sample-46	sample-68	sample-49	sample-60	sample-30	sample-31	sample-45	sample-38	sample-6	sample-25	sample-22	sample-41	sample-63	sample-12	sample-32	sample-16	sample-3	sample-48	sample-34	sample-35	sample-36	sample-7	sample-18	sample-56	sample-11	sample-1	sample-65	sample-20	sample-23	sample-39	sample-64	sample-58	sample-47	sample-43	sample-52	sample-19	sample-4	sample-59	sample-26	sample-37
0c294096674bf44850c8a6858ed264d7	872.0	86.0	122.0	171.0	1854.0	424.0	945.0	129.0	192.0	229.0	96.0	0.0	768.0	643.0	0.0	2322.0	0.0	595.0	0.0	26.0	66.0	950.0	639.0	366.0	0.0	40.0	1090.0	0.0	377.0	482.0	1480.0	567.0	497.0	1159.0	231.0	0.0	301.0	0.0	316.0	19.0	3.0	171.0	278.0	2305.0	104.0	6529.0	4288.0	2762.0	1082.0	743.0	0.0	2.0	385.0	0.0	519.0	85.0	1374.0	1323.0	404.0	2210.0	3.0	292.0	622.0	0.0	121.0	59.0	218.0	797.0
4c5dda50d22b302ca6f92bba5602f64c	840.0	662.0	562.0	1969.0	942.0	835.0	715.0	1911.0	56.0	768.0	803.0	1375.0	5994.0	99.0	711.0	755.0	891.0	1206.0	400.0	1067.0	62.0	714.0	467.0	696.0	511.0	888.0	717.0	2513.0	771.0	1646.0	665.0	1133.0	640.0	3304.0	1248.0	1827.0	1266.0	271.0	693.0	615.0	1500.0	2064.0	1358.0	2531.0	66.0	1438.0	2560.0	985.0	1397.0	306.0	1568.0	23.0	960.0	265.0	879.0	1892.0	1070.0	2479.0	922.0	1052.0	765.0	2114.0	2734.0	607.0	525.0	714.0	479.0	1361.0
b947cff05e03693a001cab12eb674688	740.0	379.0	53.0	0.0	1829.0	3407.0	798.0	8393.0	1569.0	827.0	282.0	9.0	8846.0	2221.0	3.0	2894.0	2483.0	760.0	131.0	5394.0	270.0	3536.0	2420.0	3041.0	84.0	409.0	416.0	4187.0	9750.0	7233.0	1781.0	1618.0	669.0	1638.0	3658.0	1.0	2930.0	3707.0	362.0	164.0	373.0	0.0	11522.0	2604.0	84.0	666.0	708.0	3452.0	1245.0	1626.0	7616.0	40.0	5998.0	801.0	1580.0	0.0	1883.0	1188.0	723.0	1099.0	478.0	3840.0	595.0	2922.0	2643.0	679.0	426.0	7702.0
7c91ebd5bdc3582da9d062016639a040	671.0	1567.0	375.0	1419.0	1369.0	808.0	530.0	3715.0	226.0	401.0	1059.0	68.0	9036.0	122.0	466.0	1434.0	370.0	1331.0	113.0	2233.0	44.0	1006.0	662.0	1072.0	0.0	888.0	1856.0	775.0	1195.0	1479.0	1173.0	3135.0	683.0	887.0	820.0	1264.0	378.0	2484.0	143.0	187.0	1534.0	1306.0	2987.0	385.0	99.0	3906.0	0.0	1851.0	1300.0	735.0	5744.0	46.0	1213.0	398.0	2790.0	1360.0	1729.0	1650.0	1577.0	2085.0	780.0	755.0	410.0	591.0	317.0	358.0	299.0	5254.0
c46c86d2a47a919bc2eeaa3b1afd6c9f	644.0	3.0	0.0	0.0	0.0	86.0	174.0	1225.0	0.0	0.0	308.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	116.0	0.0	0.0	218.0	27.0	0.0	539.0	0.0	154.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	110.0	0.0	0.0	3.0	0.0	0.0	210.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.0
655aa28a091666306331682a38b3e627	622.0	11.0	0.0	0.0	0.0	165.0	0.0	0.0	0.0	447.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	58.0	39.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	93.0	0.0	0.0	296.0	0.0	0.0	0.0	105.0	12.0	0.0	358.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	376.0	45.0	0.0	0.0	0.0	339.0	0.0	340.0
8f2ba7cc71273d4eaf6f3dbc584bd88c	589.0	1091.0	0.0	0.0	0.0	2265.0	381.0	0.0	1545.0	0.0	0.0	1229.0	0.0	2134.0	1561.0	0.0	0.0	0.0	393.0	1592.0	0.0	2148.0	0.0	1803.0	103.0	0.0	0.0	930.0	931.0	1452.0	838.0	0.0	639.0	1017.0	2108.0	4006.0	512.0	0.0	92.0	0.0	0.0	477.0	1054.0	3413.0	0.0	0.0	2918.0	0.0	2111.0	0.0	0.0	13.0	1059.0	1587.0	2487.0	0.0	0.0	0.0	0.0	0.0	619.0	0.0	2984.0	0.0	0.0	915.0	515.0	1314.0
ea762c948f798afc140512a6403e71d8	564.0	0.0	1887.0	2.0	864.0	3685.0	1284.0	708.0	1177.0	0.0	954.0	0.0	5.0	889.0	1543.0	4.0	0.0	0.0	0.0	3231.0	2.0	0.0	5.0	0.0	0.0	6.0	2.0	0.0	2254.0	7007.0	1055.0	501.0	3.0	7.0	903.0	0.0	0.0	2.0	0.0	0.0	80.0	7849.0	0.0	3091.0	69.0	3.0	0.0	1239.0	0.0	0.0	4.0	0.0	979.0	5830.0	0.0	2.0	2011.0	3.0	4.0	0.0	0.0	2872.0	1.0	1149.0	1340.0	3.0	1406.0	2299.0
c5396db5f5ca788ba6f88429efc8efbd	550.0	0.0	1132.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	936.0	94.0	0.0	0.0	0.0	0.0	0.0	1289.0	0.0	0.0	0.0	0.0	680.0	0.0	0.0	136.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4496.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	627.0
d1f7a2be80924a44a50e9801913eb280	491.0	305.0	100.0	780.0	1308.0	959.0	393.0	0.0	146.0	308.0	0.0	0.0	248.0	998.0	811.0	0.0	791.0	68.0	84.0	132.0	252.0	278.0	0.0	43.0	153.0	271.0	78.0	0.0	86.0	309.0	885.0	11.0	391.0	28.0	86.0	1738.0	110.0	0.0	28.0	1.0	318.0	606.0	226.0	3433.0	9.0	585.0	88.0	334.0	1063.0	106.0	0.0	4.0	859.0	251.0	0.0	1162.0	784.0	42.0	142.0	334.0	366.0	469.0	14.0	566.0	123.0	171.0	264.0	358.0
39bcb9482bd900dd6f0f99d88e35392f	436.0	142.0	394.0	184.0	123.0	344.0	226.0	535.0	152.0	330.0	325.0	222.0	444.0	197.0	377.0	193.0	185.0	0.0	20.0	122.0	53.0	0.0	202.0	0.0	0.0	236.0	0.0	397.0	512.0	517.0	142.0	539.0	407.0	218.0	332.0	629.0	209.0	0.0	49.0	77.0	218.0	165.0	317.0	277.0	6.0	0.0	524.0	298.0	305.0	139.0	0.0	2.0	549.0	0.0	711.0	81.0	221.0	0.0	582.0	512.0	1240.0	16.0	435.0	273.0	90.0	403.0	53.0	939.0
d6fe96feb0d81bc29ac2e51c7bb27679	436.0	0.0	0.0	51.0	901.0	1027.0	11.0	132.0	126.0	0.0	33.0	0.0	488.0	0.0	0.0	234.0	0.0	0.0	420.0	118.0	802.0	263.0	569.0	1274.0	0.0	3353.0	0.0	0.0	213.0	3111.0	3.0	263.0	300.0	10.0	2.0	0.0	53.0	0.0	433.0	1091.0	256.0	0.0	369.0	747.0	29.0	0.0	1191.0	1013.0	13.0	1034.0	0.0	3.0	0.0	0.0	242.0	38.0	187.0	0.0	69.0	0.0	0.0	307.0	1291.0	0.0	1669.0	76.0	261.0	0.0
d6444d99ddafff8d7b0df497f355ec71	403.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	14.0	0.0	0.0	0.0	26.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	1.0	0.0	75.0
4d38a0ba1b3c8360380d1e0b8de894a1	380.0	102.0	799.0	150.0	7928.0	1501.0	433.0	3140.0	1690.0	363.0	1470.0	576.0	4409.0	3261.0	2420.0	766.0	1669.0	1705.0	265.0	948.0	244.0	2786.0	461.0	2926.0	577.0	1494.0	2867.0	4935.0	2604.0	2202.0	1565.0	7271.0	1197.0	4275.0	2821.0	349.0	1640.0	1789.0	58.0	18.0	2067.0	44.0	4024.0	1917.0	160.0	6949.0	0.0	372.0	525.0	228.0	7728.0	25.0	3939.0	3169.0	6153.0	330.0	1092.0	2003.0	1119.0	1652.0	3537.0	667.0	1648.0	1349.0	904.0	1725.0	132.0	1657.0
2301325fb0d3a94494ff9b552bda781d	364.0	0.0	2.0	0.0	817.0	670.0	200.0	0.0	30.0	0.0	0.0	2.0	0.0	35.0	1344.0	3.0	0.0	0.0	107.0	324.0	5.0	0.0	6.0	0.0	2.0	221.0	1.0	0.0	0.0	434.0	43.0	0.0	1074.0	0.0	170.0	0.0	9.0	0.0	648.0	1271.0	0.0	0.0	623.0	841.0	61.0	1.0	0.0	3.0	110.0	8.0	0.0	2.0	502.0	0.0	4130.0	0.0	7.0	0.0	0.0	2643.0	708.0	185.0	0.0	1563.0	62.0	279.0	313.0	162.0
5c3b3c5c767ca05ac8e98aa879a282de	358.0	0.0	0.0	0.0	0.0	129.0	0.0	0.0	4.0	0.0	199.0	144.0	0.0	10.0	0.0	136.0	180.0	0.0	0.0	0.0	66.0	0.0	73.0	0.0	0.0	194.0	10.0	440.0	0.0	205.0	0.0	343.0	0.0	0.0	0.0	161.0	0.0	0.0	0.0	0.0	108.0	249.0	112.0	0.0	0.0	131.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	99.0	0.0	0.0	152.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	245.0
a4be6a44367854fbfe46ea65c292b165	332.0	13.0	0.0	0.0	75.0	10.0	59.0	0.0	11.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	82.0	0.0	66.0	6.0	0.0	24.0	6.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	5.0	0.0	60.0	0.0	86.0	437.0	7.0	301.0	3.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	45.0	313.0	0.0	9.0	33.0	5.0	148.0
18afed4f6f110beee83308abb3059c41	332.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	6.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	113.0	0.0	0.0	4.0	0.0	0.0	0.0	25.0	28.0	0.0	0.0	29.0
cead26e4acef2ec2b2027e35c6fbba83	286.0	579.0	0.0	0.0	0.0	1655.0	0.0	0.0	0.0	1467.0	0.0	0.0	0.0	0.0	0.0	967.0	4148.0	0.0	0.0	4.0	272.0	0.0	828.0	0.0	0.0	1240.0	0.0	569.0	0.0	1271.0	0.0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	358.0	353.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1485.0
09c6020538759818608529ce932f2d2e	277.0	0.0	0.0	402.0	50.0	43.0	2.0	81.0	33.0	15.0	0.0	79.0	0.0	42.0	125.0	187.0	1813.0	0.0	0.0	176.0	22.0	10.0	534.0	0.0	47.0	72.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	178.0	51.0	481.0	34.0	0.0	118.0	105.0	0.0	0.0	0.0	0.0	11.0	60.0	0.0	0.0	655.0	26.0	0.0	0.0	14.0	0.0	35.0	1383.0	596.0	0.0	125.0	93.0	0.0	520.0	0.0	2.0	46.0	19.0	23.0	62.0
66f0c1c9010615c36887ed36cbec18a8	277.0	1357.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	797.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	578.0	0.0	0.0	0.0	2396.0	0.0	3104.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1646.0	1284.0
1c6226837e2e3ce4425350c60ab8ca01	270.0	151.0	40.0	0.0	0.0	39.0	52.0	202.0	22.0	22.0	223.0	0.0	0.0	108.0	702.0	93.0	50.0	608.0	0.0	0.0	126.0	0.0	102.0	0.0	0.0	629.0	40.0	59.0	93.0	26.0	31.0	701.0	28.0	0.0	0.0	0.0	13.0	0.0	6.0	3.0	45.0	805.0	19.0	528.0	5.0	28.0	0.0	0.0	251.0	0.0	0.0	0.0	56.0	349.0	135.0	0.0	3.0	759.0	0.0	154.0	0.0	495.0	0.0	42.0	122.0	0.0	119.0	72.0
