# Constructed from biom file
OTU ID	sample-55	sample-126	sample-46	sample-110	sample-86	sample-8	sample-115	sample-52	sample-131	sample-133	sample-128	sample-101	sample-125	sample-36	sample-95	sample-26	sample-89	sample-79	sample-51	sample-37	sample-44	sample-12	sample-10	sample-76	sample-81	sample-99	sample-94	sample-53	sample-42	sample-35	sample-18	sample-107	sample-15	sample-3	sample-11	sample-129	sample-135	sample-49	sample-4	sample-123	sample-71	sample-65	sample-127	sample-63	sample-25	sample-16	sample-118	sample-24	sample-137	sample-22	sample-1	sample-70	sample-104	sample-60	sample-17	sample-73	sample-75	sample-9	sample-106	sample-48	sample-141	sample-144	sample-28	sample-80	sample-21	sample-85	sample-29	sample-83	sample-105	sample-98	sample-88	sample-136	sample-72	sample-111	sample-142	sample-116	sample-68	sample-69	sample-39	sample-45	sample-64	sample-57	sample-84	sample-50	sample-117	sample-82	sample-119	sample-143	sample-38	sample-6	sample-13	sample-103	sample-27	sample-58	sample-93	sample-134	sample-109	sample-96	sample-20	sample-41	sample-140	sample-33	sample-47	sample-34	sample-78	sample-62	sample-30	sample-90	sample-40	sample-97	sample-138	sample-102	sample-112	sample-92	sample-74	sample-124	sample-139	sample-108	sample-61	sample-32	sample-7	sample-77	sample-122	sample-132	sample-66	sample-121	sample-114	sample-31	sample-56	sample-43	sample-23	sample-59	sample-14	sample-19	sample-2	sample-91	sample-87	sample-130	sample-113	sample-54	sample-5	sample-67
4b93714b7c7498ae4406e576c3a23a00	119.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	0.0	0.0	0.0	30.0	0.0	7.0	6.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	20.0	0.0	0.0	0.0	4.0	35.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	9.0	10.0	100.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	18.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f9dd47351c68148d088529e18103b023	119.0	4.0	0.0	5.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	3.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	6.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	0.0	3.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	3.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	2.0	0.0	6.0	3.0	3.0	3.0	0.0	0.0	0.0
96edf9630efc5c89d601bc093d56d54b	119.0	0.0	27.0	22.0	35.0	8.0	0.0	32.0	0.0	90.0	0.0	0.0	43.0	4.0	155.0	0.0	8.0	0.0	28.0	0.0	16.0	0.0	53.0	0.0	7.0	37.0	6.0	17.0	52.0	8.0	47.0	24.0	27.0	16.0	0.0	19.0	0.0	12.0	10.0	14.0	54.0	13.0	0.0	34.0	18.0	27.0	0.0	0.0	0.0	5.0	16.0	70.0	7.0	17.0	16.0	24.0	1.0	2.0	8.0	29.0	3.0	23.0	5.0	0.0	15.0	0.0	9.0	33.0	13.0	4.0	14.0	1.0	13.0	0.0	1.0	0.0	1.0	61.0	28.0	21.0	7.0	0.0	10.0	3.0	0.0	225.0	0.0	0.0	22.0	17.0	42.0	4.0	9.0	0.0	7.0	0.0	0.0	2.0	16.0	15.0	19.0	23.0	4.0	13.0	0.0	10.0	2.0	1.0	0.0	1.0	2.0	4.0	146.0	29.0	9.0	10.0	11.0	356.0	21.0	81.0	24.0	0.0	2.0	8.0	64.0	0.0	0.0	3.0	14.0	31.0	6.0	0.0	18.0	8.0	29.0	0.0	4.0	0.0	0.0	18.0	12.0	91.0
0cedf2237ff84b31598ed0c593d27005	119.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
06e612309765d53c0d639076847af1e0	110.0	0.0	0.0	0.0	101.0	6.0	0.0	0.0	239.0	0.0	0.0	0.0	0.0	0.0	182.0	0.0	183.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	61.0	3.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	12.0	121.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	20.0	0.0	130.0	0.0	0.0	145.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	156.0	2.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	136.0	3.0	0.0	9.0	0.0	23.0	0.0	0.0	0.0	0.0	19.0	17.0	62.0	30.0	54.0	0.0	0.0	0.0	3.0	0.0	0.0	44.0	0.0	0.0	0.0	19.0	11.0	0.0	0.0	3.0	28.0	59.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	145.0	0.0	0.0	0.0	224.0	43.0	0.0	0.0
b666b8ab13bce770cd3cda13d1ed4d3b	105.0	0.0	35.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.0	0.0	18.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	132.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	80.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	98.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.0	0.0	0.0	0.0	157.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9563a4e85ea3088db336beebd8e197df	100.0	80.0	0.0	0.0	2.0	513.0	63.0	4.0	162.0	0.0	40.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	23.0	0.0	8.0	9.0	13.0	0.0	0.0	0.0	0.0	0.0	117.0	0.0	2.0	0.0	0.0	13.0	0.0	34.0	0.0	0.0	6.0	34.0	0.0	10.0	0.0	2.0	6.0	4.0	0.0	8.0	0.0	0.0	19.0	9.0	3.0	16.0	0.0	5.0	0.0	0.0	213.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	5.0	0.0	5.0	0.0	0.0	0.0	59.0	252.0	3.0	60.0	133.0	5.0	4.0	0.0	5.0	4.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	182.0	7.0	7.0	0.0	5.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	7.0	12.0	0.0	0.0
8de6c5f506a689553a1c35530025d054	99.0	0.0	0.0	419.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2a1f76bd2562ba583c42225a024909a9	83.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6d5bf51724826023588fccdd5c375887	81.0	0.0	0.0	5.0	15.0	740.0	1439.0	0.0	96.0	0.0	1843.0	0.0	0.0	0.0	68.0	2.0	832.0	0.0	0.0	0.0	2.0	41.0	24.0	0.0	206.0	11.0	27.0	0.0	0.0	0.0	3.0	176.0	5.0	0.0	21.0	170.0	0.0	80.0	0.0	2.0	0.0	2.0	222.0	0.0	62.0	0.0	963.0	0.0	121.0	0.0	24.0	0.0	3.0	205.0	6.0	0.0	2.0	0.0	0.0	2.0	8.0	12.0	0.0	15.0	3.0	5.0	0.0	0.0	47.0	0.0	432.0	34.0	0.0	0.0	13.0	10761.0	0.0	0.0	0.0	0.0	0.0	0.0	154.0	0.0	295.0	1790.0	0.0	515.0	0.0	277.0	0.0	6.0	0.0	2.0	77.0	64.0	2037.0	963.0	0.0	0.0	545.0	2.0	9.0	119.0	0.0	2.0	0.0	52.0	719.0	59.0	9.0	11.0	59.0	0.0	9.0	0.0	38.0	5.0	2.0	0.0	0.0	0.0	482.0	44.0	0.0	10259.0	24.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	76.0	148.0	3.0	651.0	316.0	0.0	19.0	0.0
63eca529e2008773b5729bcfbe616d92	77.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
